12-oct.tsv:198b6a40-b0e4-102f-8f3e-59fcb9bdbaab	Ponce Builders	1158 W Cullerton St 	Chicago	IL	60608	USA	(312) 907-4625	41.855337	-87.655317
12-oct.tsv:198b90c0-b075-102f-b7d7-bc7ab32d7682	Old Town Sushi	100 S B St 	San Mateo	CA	94401	USA	(650) 558-8969	37.566898	-122.324073
12-oct.tsv:198bf000-b0a3-102f-bfff-ba80833241d1	Jak Home	2423 Polk St	San Francisco	CA	94109	USA	(415) 931-3868	37.799007	-122.422548
12-oct.tsv:198dd0b0-b0e3-102f-8e75-738e04a03992	Dockers-CORP	865 market st 	San Francisco	CA	94103	USA	(415) 243-8500	37.784161	-122.407607
12-oct.tsv:198f69c1-afa3-102f-bdf4-ee856483ddd0	Spynergy	813 Oak Street 	Winnetka	IL	60093	USA	(847) 441-8024	42.104740	-87.734824
12-oct.tsv:1992bcb1-b075-102f-bedb-f2c7e43e2d0e	San Mateo Car Wash	221 E. Hillsdale Blvd. San Mateo	San Mateo	CA	94403	USA	(650) 350-1122	37.547030	-122.314834
12-oct.tsv:19931af1-b0ae-102f-bbff-f5773db73a29	Organic Bliss Boutique Dayspa	3463 Champion St. 	Oakland	CA	94602	USA	(510) 482-1742	37.799629	-122.215156
12-oct.tsv:19938001-b075-102f-b5fb-8590e724b095	Nubi Yogurt- ALL	1511 Sloat Blvd, Suite A 	San Francisco	CA	94132	USA	(415) 504-7888	37.733852	-122.490039
12-oct.tsv:19944cf0-afbd-102f-b773-ad2af354f8c1	Arigatou Japanese Food To Go	2046 4th Street 	San Rafael	CA	94901	USA	(415) 453-8990	37.975365	-122.544931
12-oct.tsv:1995dde0-c656-102f-b3bd-5ca983c1981c	hinsdale wine shop	12 E Hinsdale Ave null	Hinsdale	IL	60521	USA	(630) 654-9862	41.802466	-87.928757
12-oct.tsv:1997d3f0-c5f9-102f-afb1-f9563e0998f1	Mela Tandoori Kitchen	536 Golden Gate Ave 	San Francisco	CA	94102	USA	(415) 447-4041	37.781284	-122.419455
12-oct.tsv:19992df0-afc8-102f-9bdf-f66bc9017991	Ivana Di Piero Hair Studio	7200 W Wilson Ave	Harwood Heights	IL	60706	USA	(708) 867-9500	41.963780	-87.807716
12-oct.tsv:199ad6c1-b0e8-102f-afed-bd6d47f46c9f	Fulcrum Point Music Exchange	30 e adams st	Chicago	IL	60603	USA	(312) 726-3846	41.879642	-87.626768
12-oct.tsv:199af620-d6ed-102f-bfff-c1b3102b020d	MetaBody Inc	1163 East Ogden Avenue, Suite 713 	Naperville	IL	60563	USA	(416) 417-2610	41.794161	-88.126246
12-oct.tsv:199b7130-b123-102f-afff-9f00dfa89a31	david peters photography	891 4th st	san rafael	CA	94901	USA	(415) 453-2776	37.972761	-122.525788
12-oct.tsv:199def90-b0de-102f-86ff-13d4b0a17627	Lemoi Ace Hardware	1008 Davis St 	Evanston	IL	60201	USA	(847) 328-4900	42.046947	-87.685295
12-oct.tsv:199eaaf0-c66b-102f-bffb-5efcee169189	Books Inc.	855 El Camino Real Suite 74	Palo Alto	CA	94301	USA	(650) 321-0600	37.438746	-122.161386
12-oct.tsv:199ef240-b0e4-102f-bd93-2d52bf6926a4	Mexico DF	139 Steuart St	San Francisco	CA	94105	USA	(415) 808-1049	37.792917	-122.392526
12-oct.tsv:19a03141-b1d5-102f-beb7-daf9877f5922	Madrone Studios	1417 15th Street 	San Francisco	CA	94103	USA	(415) 800-8116	37.766768	-122.415946
12-oct.tsv:19a19231-afa3-102f-a7db-f6ad547ee162	spy bar (spybar)	646 North Franklin Street Chicago	Chicago	IL	60654	USA	(312) 337-2191	41.884150	-87.632409
12-oct.tsv:19a2e860-afbc-102f-bfce-1575b109cff2	Paradise Grill and BBQ	17007 Redwood Rd 	Castro Valley	CA	94546	USA	(510) 537-3063	37.724454	-122.079790
12-oct.tsv:19a4a460-b030-102f-b72e-e2fd2e673fea	Fish.	350 Harbor Dr	Sausalito	CA	94965	USA	(415) 331-3474	37.868489	-122.498232
12-oct.tsv:19a4c7f0-bb53-102f-bf18-6bcac61d16eb	Dr. Martin Hirsch	2800 N Sheridan Rd 	Chicago	IL	60657	USA	(773) 248-6140	41.932933	-87.639354
12-oct.tsv:19a664a0-cd25-102f-97f7-309c020081dd	Nina Karaoke Lounge	1776 w golf rd 	Mount Prospect	IL	60056	USA	(847) 427-0027	42.048725	-87.963071
12-oct.tsv:19a78cd1-b1ec-102f-bf2d-65fca01ba4e7	Doorman Property Mgmt	1881 Lombard St. 	San Francisco	CA	94123	USA	(415) 878-1888	37.800183	-122.432315
12-oct.tsv:19a84080-b075-102f-9db6-25eff3ccd545	Pizzeria Avellino	2769 Lombard Street 	San Francisco	CA	94123	USA	(415) 776-2500	37.798389	-122.446835
12-oct.tsv:19a992e1-b0df-102f-9eb9-d6dfb570a4ca	Algenist / Solazyme	225 Gateway Blvd, South . San Francisco	San Francisco	CA	94080	USA	(877) 650-1837	37.655151	-122.402374
12-oct.tsv:19abfc00-c5a8-102f-8ddf-3228036a847f	Bel-Air International	795 Skyway 	San Carlos	CA	94070	USA	(650) 596-9900	37.509568	-122.250320
12-oct.tsv:19ac9cf1-b0db-102f-a7fb-e568f39b498c	Fresh Wave[LGGOOD]	Online Long Grove	Long Grove	IL	60047	USA	(847) 304-9111	42.168920	-88.027409
12-oct.tsv:19ad5330-afbd-102f-ba7d-8dafa3f3b4e7	Taqueria San Jose	615 4th St	San Rafael	CA	94901	USA	(415) 455-0999	37.972167	-122.521367
12-oct.tsv:19ade700-eb27-102f-9eee-817f91c4371a	Eco Citizen	2255 ppolk st	SAN FRANCISCO	CA	94109	USA	(415) 614-0100	37.777125	-122.419644
12-oct.tsv:19ae25c0-b0ea-102f-bf3a-d44a1183840a	Nextsport	5900 hollis st ste n 	Emeryville	CA	94608	USA	(510) 550-8960	37.841461	-122.289637
12-oct.tsv:19ae6d60-c5f2-102f-a9e7-c4bdfb3c16fe	Holiday Inn Express Hotel & Suites Chicago-Algonquin	2595 Bunker Hill Dr. 	Algonquin	IL	60102	USA	(847) 458-6000	42.168368	-88.339680
12-oct.tsv:19ae8bb0-afbd-102f-bbcd-629539e23485	Tenkyu	1317 4th Street 	San Rafael	CA	94901	USA	(415) 460-0207	37.973295	-122.531053
12-oct.tsv:19af5611-b11d-102f-ae8f-460d2bb50bab	Cozymel's Mexican Grill (Chicago)	311 E Loop Rd	Wheaton	IL	60187	USA	(630) 871-1030	41.831213	-88.095798
12-oct.tsv:19afaab0-c596-102f-8de2-abfa8364c85e	ABC Languages	1370 willow rd 	Menlo Park	CA	94025	USA	(650) 204-7908	37.478052	-122.151545
12-oct.tsv:19b00ed0-ebb4-102f-bf6e-e46c2eb53db9	Cutz and Color	11845 SW Hwy. 	Palos Heights	IL	60463	USA	(708) 448-7335	41.676426	-87.814439
12-oct.tsv:19b190e0-b0d9-102f-b77d-79748719e5c1	Webster Wine Bar (The Bluebird, Telegraph)	1480 West Webster Ave 	Chicago	IL	60614	USA	(773) 868-0608	41.921718	-87.665784
12-oct.tsv:19b48f60-b0df-102f-b7db-b7b8404561d1	Russeau Team HealthCare, Ltd.	311 South Naperville Road 	Wheaton	IL	60187	USA	(630) 690-4040	41.863060	-88.102694
12-oct.tsv:19b55990-afa9-102f-baef-b7896986089d	Vallemar Station	2125 Pacific Coast Hwy	Pacifica	CA	94044	USA	(650) 359-7411	37.635265	-122.491114
12-oct.tsv:19b67151-b075-102f-8fff-ffb6df0c6bce	Relax Feet Massage	1117 Irving St 	San Francisco	CA	94122	USA	(415) 665-0100	37.763762	-122.469777
12-oct.tsv:19b8c4e0-afbd-102f-abbb-cb5b059cb159	T&B Sports	1345 4th St 	San Rafael	CA	94901	USA	(415) 453-2433	37.973322	-122.531342
12-oct.tsv:19ba9d90-b055-102f-a3f7-2d36cd54cf44	Wee Scotty	1807 Divisadero St	San Francisco	CA	94115	USA	(415) 345-9200	37.786316	-122.440226
12-oct.tsv:19bc4751-afbd-102f-b9a7-e54c25f2f16a	Cains Tire	1531 4th St 	San Rafael	CA	94901	USA	(415) 453-2942	37.973658	-122.534708
12-oct.tsv:19bc8bd0-b075-102f-b7e7-a5b3bc3153d6	Country Hearth Inn	2707 Lombard St 	San Francisco	CA	94123	USA	(415) 567-2425	37.798463	-122.446166
12-oct.tsv:19bccbc0-b0ea-102f-bfff-5c5e417196cd	Velo Rouge Caf	798 Arguello Blvd 	San Francisco	CA	94118	USA	(415) 752-7799	37.775312	-122.458375
12-oct.tsv:19bd75c0-eb87-102f-bef9-84ace9089c84	Irena Vaksman, DDS	450 Sutter St. Suite 2307	San Francisco	CA	94108	USA	(415) 404-6644	37.789457	-122.407812
12-oct.tsv:19be3630-af88-102f-a4ff-c299eb12dc81	Fairfield Inn & Suites by Marriott Joliet North/Plainfield	3239 NORMAN AVENUE 	JOLIET	IL	60431	USA	(815) 436-6577	41.582447	-88.163348
12-oct.tsv:19be3d41-b0e8-102f-bfde-cffcee6977b9	The Mediterranean	1847 Willow Pass Rd	Concord	CA	94520	USA	(925) 825-0608	37.974786	-122.038175
12-oct.tsv:19befa10-b268-102f-b7f3-3884ad44b92d	PUMA	108 N State St	Chicago	IL	60602	USA	(312) 263-9006	41.883528	-87.628067
12-oct.tsv:19bf03f0-b382-102f-bf7b-24bc496e1b7f	CertaPro Painters of the Peninsula	550 Pilgrim Drive, Suite I 	Foster City	CA	94404	USA	(650) 312-9196	37.563400	-122.269306
12-oct.tsv:19bfdc31-b0ee-102f-ba3c-4ad180cc0ec6	NamuWilliams.com	32108 Alvarado Blvd Ste 208 	Union City	CA	94587	USA	(510) 200-8787	37.589468	-122.068890
12-oct.tsv:19c02d50-eb65-102f-8fcd-d159f63c58d3	Curry Hut	410 Sheridan Rd. 	Highwood	IL	60040	USA	(847) 432-2889	42.204290	-87.810226
12-oct.tsv:19c193f1-afbc-102f-baf7-306dd9c226b7	Oakwood Athletic Club	4000 Mt Diablo Blvd 	Lafayette	CA	94549	USA	(925) 283-4000	37.889678	-122.149909
12-oct.tsv:19c49160-ba55-102f-afaf-90681bc619ca	Ventura Theatre	26 S. Chestnut St. 	Ventura	CA	94102	USA	(805) 653-0721	34.280438	-119.291414
12-oct.tsv:19c49b11-b3f7-102f-bff7-12cd149dde67	Gus's Diner	2160 Plum Grove Road 	Rolling Meadows	IL	60008	USA	(847) 963-4885	42.087711	-88.043701
12-oct.tsv:19c5fe60-af88-102f-bd6e-5e9e0b2f6d46	Fairfield La Salle Peru	4385 VENTURE DRIVE 	PERU	IL	61354	USA	(815) 223-7458	41.363374	-89.129067
12-oct.tsv:19cc1dc0-b0d9-102f-bded-e41d32f56d70	The Cheese Steak Shop	3110 crow canyon place 	San Ramon	CA	94583	USA	(925) 242-1112	37.778023	-121.971423
12-oct.tsv:19cdd381-afbd-102f-bb9f-1c869f8fc07a	Yu Shang Mandarin Restaurant & Sushi Bar	180 Bellam Blvd 	San Rafael	CA	94901	USA	(415) 457-9199	37.961261	-122.502401
12-oct.tsv:19d0b8b0-afc8-102f-bef9-85672ab1d62e	Aracely's Bakery	9667 FRANKLIN AVE 	Franklin Park	IL	60131	USA	(847) 455-7658	41.935700	-87.867296
12-oct.tsv:19d142f0-eb26-102f-9fca-77f4d0f2a60a	Bacci Pizzeria - Taylor St.	2301 w taylor 	CHICAGO	IL	60612	USA	(312) 455-9000	41.868911	-87.683781
12-oct.tsv:19d33520-ebde-102f-ac9e-43cd478a4ef0	Bon Appetit	227 W Monroe St. Suite 1800 	Chicago	IL	60606	USA	(312) 332-1075	41.880539	-87.634253
12-oct.tsv:19d45990-b075-102f-a3fd-925f3d6f1cbf	Habit	3212 Fillmore St 	San Francisco	CA	94123	USA	(415) 931-3165	37.799249	-122.435762
12-oct.tsv:19d525a0-b0b1-102f-bf5b-31dd00415e9c	Union Square Chiropractic and Wellness	450 Sutter St. Suite 825 San Francisco	San Francisco	CA	94108	USA	(415) 421-1924	37.777125	-122.419644
12-oct.tsv:19d574a0-afbd-102f-97fd-daeb19a105f5	Pete's 881 Club	721 LINCOLN AVE 	San Rafael	CA	94901	USA	(415) 453-5888	37.967978	-122.522951
12-oct.tsv:19d57530-b02c-102f-addb-8c728c97076d	Sunstar Americas, Inc.	Headquarters: 4635 W. Foster Avenue 	Chicago	IL	60630	USA	(773) 777-4000	41.884150	-87.632409
12-oct.tsv:19d885d0-b055-102f-a6e5-3543529c17c3	Udupi Palace - San Francisco - Mission	1007 Valencia St	San Francisco	CA	94110	USA	(415) 970-8000	37.756746	-122.420916
12-oct.tsv:19d8f430-b0c7-102f-9ef5-1c8b9d9f971a	Fleet Feet Sports	234 Main St	Pleasanton	CA	94566	USA	(925) 426-5576	37.657968	-121.877071
12-oct.tsv:19d91410-b0ef-102f-bf66-f9552d5032f6	California Hang Gliding	Skyline Boulevard 	San Francisco	CA	94901	USA	(415) 686-8896	37.732860	-122.497557
12-oct.tsv:19da5ea0-b1d6-102f-bdbf-5ee599134e3a	The Brick Yard	1787 Union St (between Gough St & Octavia St) San Francisco	San Francisco	CA	94123	USA	(415) 400-4712	-26.280300	27.651550
12-oct.tsv:19daf2e0-afbd-102f-bfcc-24701a3fd538	Toscalito Tire & Automotive	670 Irwin Street 	San Rafael	CA	94901	USA	(415) 456-2324	37.967975	-122.521458
12-oct.tsv:0898d1f0-c5bb-102f-9f7f-227ad52d0359	City Lit Theater Company	1020 W Bryn Mawr Ave. 2nd Floor	Chicago	IL	60660	USA	(773) 293-3682	41.983817	-87.656153
12-oct.tsv:089bdff0-b2c7-102f-b7fa-b99e70544949	Pronto Furniture Assembly	400 29th St	Oakland	CA	94618	USA	(510) 755-2974	37.817882	-122.265086
12-oct.tsv:089c7891-b0cc-102f-aff8-97b5869936cf	John Cameron Salon	660 Market St Ste 224 	San Francisco	CA	94104	USA	(415) 677-9662	37.788137	-122.402873
12-oct.tsv:089c8021-b0ee-102f-bff1-3c7902c362b0	Moresi's Chophouse	6115 Main St 	Clayton	CA	94517	USA	(925) 672-1333	37.941298	-121.934758
12-oct.tsv:089cd5a0-eb83-102f-beff-87d408257578	Macarena Tapas	618 S Rte. 59 	Naperville	IL	60540	USA	(630) 420-8995	41.760479	-88.205643
12-oct.tsv:089cde80-af9f-102f-ba6f-103abf9f63f6	Richards Auto Repair	910A San Mateo Ave 	San Bruno	CA	94066	USA	(650) 589-6880	37.633127	-122.411247
12-oct.tsv:089d24c0-b0e0-102f-bfec-8696b0376475	Picky Studio	845 Market St	San Francisco	CA	94133	USA	(415) 399-0346	37.784657	-122.406945
12-oct.tsv:089e4bf0-b2fe-102f-bbe7-1ad3bb5f76ba	Clover Dry Cleaning	2404 Taraval Street 	San Francisco	CA	94116	USA	(415) 242-1520	37.742424	-122.491940
12-oct.tsv:08a1b240-b0d8-102f-afb0-c9750ae11ba9	TShirt Laundry	10811 West 143 Street, Suite 210 	Orland Park	IL	60467	USA	(708) 873-0022	41.629841	-87.883236
12-oct.tsv:08a31430-b10c-102f-b5f7-e47480f3f39d	Tuffy Auto Service Centers	271 S Randall Rd	Batavia	IL	60510	USA	(630) 879-9941	41.845662	-88.340254
12-oct.tsv:08a37d70-b0cc-102f-bfce-f4959cad2beb	Barbacco	220 California St 	San Francisco	CA	94111	USA	(415) 955-1919	37.793491	-122.399154
12-oct.tsv:08a38550-af8b-102f-83db-0e3214b0291b	Abacus	2078 Hayes Street 	San Francisco	CA	94117	USA	(415) 387-2828	37.773514	-122.450555
12-oct.tsv:08a81fe0-cb7c-102f-b1ab-495467e6c824	Thai 55 - Hyde Park - City of Chicago	1607 E 55th St. Chicago	Chicago	IL	60615	USA	(773) 363-7119	41.795072	-87.585679
12-oct.tsv:08ad1a61-b0cc-102f-9fbd-757a9b78e9b9	Nob Hill Spa	1075 California St 	San Francisco	CA	94108	USA	(415) 474-5400	37.791611	-122.412114
12-oct.tsv:08ad4620-b1f8-102f-bbd1-8cfd239b4d29	Cedar Hill Kitchen and Smokehouse	3242 Scott St 	San Francisco	CA	94123	USA	(415) 834-5403	37.799665	-122.440915
12-oct.tsv:08b0f4c0-fbe8-102f-befb-bd4d26cd0655	BenchPrep **NAT**	600 W. Chicago Suite 700 Chicago	Chicago	IL	60654	USA	(312) 999-3249	41.884150	-87.632409
12-oct.tsv:08b4ea20-b0ee-102f-9ef6-54b3d17ad16d	Sweet Home Design Company LLC	4934 Stanley Avenue	Downers Grove	IL	60515	USA	(630) 670-7776	41.797758	-88.001889
12-oct.tsv:08b53330-af78-102f-bfcf-d439787ddc40	Artopolis Bakery & Cafe	306 S Halsted St. 	Chicago	IL	60661	USA	(312) 559-9000	41.877775	-87.647414
12-oct.tsv:08b69170-b0e6-102f-beb3-5dfb4008b0e0	American Canyon Nails	110 W American Canyon Rd	American Canyon	CA	94503	USA	(707) 553-9578	38.166068	-122.262112
12-oct.tsv:08b6fb11-b0f0-102f-adb9-6e7e4c0742bb	Rainbow Fabrics Crafts & Things	50 Bolinas Rd 	Fairfax	CA	94930	USA	(415) 459-5100	37.986224	-122.589551
12-oct.tsv:08b7bac0-f0e0-102f-bdff-b402657fecd0	California Symphony	1475 North Broadway  Suite 420	Walnut Creek	CA	94596	USA	(925) 280-2490	37.900279	-122.060300
12-oct.tsv:08bd6a40-ebb5-102f-b1ee-5af244df2e65	Laura B Salon	113 South Cook Street 	Barrington	IL	60010	USA	(847) 304-4070	42.153763	-88.134679
12-oct.tsv:08c0e621-b0f0-102f-bbde-a80b7d468686	Bella Bear Company	Unknown	Highland Park	IL	60035	USA	(847) 574-2542	42.185665	-87.799364
12-oct.tsv:08c359f0-cb85-102f-bdfc-51621b10b6cb	Wasabi Cafe	3908 N Lincoln Ave Chicago	Chicago	IL	60613	USA	(773) 698-6252	41.884150	-87.632409
12-oct.tsv:08c46560-b0ec-102f-bef7-704ed5b14f40	Ultimate Carpet Cleaning	25673 Eldrige A 	Fremont	CA	94538	USA	(888) 280-2627	37.550910	-121.982169
12-oct.tsv:08c76810-b0eb-102f-bfdd-dfa42379610e	Perfect Afterglow Tans	4619 Springwood Way 	Concord	CA	94521	USA	(415) 690-0559	37.967247	-121.980508
12-oct.tsv:08c77eb0-c59d-102f-9fad-a2a44a277f15	The Lunch Box SF	15 Calle del Mar Suite 2	Stinson Beach	CA	94970	USA	(415) 868-8884	37.898005	-122.640046
12-oct.tsv:08c841e0-b39d-102f-afc7-412a2b9d0aa7	The Cakery	937 Oak Street 	North Aurora	IL	60542	USA	(630) 892-0771	41.807836	-88.348329
12-oct.tsv:08c8d3e0-afc8-102f-b9be-f706e24d37e3	Gene's Sausage Shop and Delicatessen	4750 N. Lincoln Ave.	Chicago	IL	60625	USA	(773) 728-7243	41.967695	-87.688141
12-oct.tsv:08c8f3e0-b0d9-102f-bf7f-e6f511a8b784	Karina Marie Diaz Lifestyle Photographer	Einar Asbo 110 Reed Street	Mill Valley	CA	94107	USA	(415) 533-2001	37.907625	-122.548169
12-oct.tsv:08cc0250-b364-102f-bfdd-19ab2694618b	Wall Street Cafe	7140 Stoneridge Mall Road Suite #155	Pleasanton	CA	94588	USA	(925) 734-8071	37.690850	-121.923219
12-oct.tsv:08cc6260-eb89-102f-bbb6-3e93fa441385	Safari Run	341 N Amphlett Boulevard 	San Mateo	CA	94401	USA	(650) 342-1977	37.577959	-122.322335
12-oct.tsv:08cceab0-d337-102f-aefd-1988c06e202a	Your Happy Place	701 Monterey Blvd San Francisco	San Francisco	CA	94127	USA	(415) 963-1581	37.777125	-122.419644
12-oct.tsv:08ce5b00-b0ed-102f-9ff1-3db27116f3c3	Marketbar	1 Ferry Bldg 	San Francisco	CA	94111	USA	(415) 434-1100	37.795226	-122.393816
12-oct.tsv:08d033f0-eb7e-102f-bffb-ec9db0064255	Beggars Pizza	650 W Maple 	New Lenox	IL	60451	USA	(815) 485-8000	41.517890	-87.981093
12-oct.tsv:08d249c0-afc8-102f-afdf-6713a89107dd	Montrose Deli	5411 W Montrose Ave 	Chicago	IL	60641	USA	(773) 725-6123	41.960400	-87.762760
12-oct.tsv:08d27480-eb97-102f-bb37-f548067e953c	Wholly Frijoles	3908 West Touhy Avenue 	Lincolnwood	IL	60712	USA	(847) 329-9810	42.011941	-87.726606
12-oct.tsv:08d2edf0-b034-102f-9fdb-9376e142778c	Sol Food	901 Lincoln Ave 	San Rafael	CA	94901	USA	(415) 451-4765	37.971782	-122.524147
12-oct.tsv:08d521c0-b03d-102f-923f-18d443219e1e	Olive Cafe	11220 Ventura Dr 	St. John	IN	46373	USA	(219) 365-2224	41.464550	-87.471163
12-oct.tsv:08d65a60-b126-102f-bf75-19c9ba6f6a83	Alexander Chiropractic	4475 First Street	Livermore	CA	94551	USA	(925) 449-3356	37.697845	-121.742896
12-oct.tsv:08d72a10-eb84-102f-bfe7-d3800dcc013c	Cresco Equipment Rentals	20 Hegenberger Ct.	Oakland	CA	94621	USA	(510) 383-1099	37.736649	-122.194655
12-oct.tsv:08dc63d1-b034-102f-aff9-6f048d39e3e2	lucy activewear	1974 Union St	San Francisco	CA	94123	USA	(415) 292-6274	37.797690	-122.431821
12-oct.tsv:08dd95f1-b02c-102f-bfbf-a4616bb3a635	Marriott Chicago Southwest at Burr Ridge	1200 Burr Ridge Parkway	Burr Ridge	IL	60527	USA	(630) 986-4100	41.755447	-87.910896
12-oct.tsv:08e41d00-b0d9-102f-b7af-27e4fd6e75e4	Leona's Pizzeria, Inc.(Hop Haus, Leona's Restaurant)	3215 N. Sheffield 	Chicago	IL	60657	USA	(773) 327-8861	41.940285	-87.653932
12-oct.tsv:08e43090-c670-102f-a4be-ad0a436d8de6	Jazz Institute of Chicago	410 S. Michigan Ave. #500	Chicago	IL	60616	USA	(312) 427-1676	41.876765	-87.624555
12-oct.tsv:08e75281-b0f3-102f-82ef-551b54d3a296	My Shofer	325 Corillo Dr 	San Rafael	CA	94903	USA	(888) 592-0055	37.997779	-122.540087
12-oct.tsv:08e88d60-b127-102f-b66d-8e8062aa99dc	El Super Burrito	1200 Polk St	San Francisco	CA	94109	USA	(415) 771-9700	37.787824	-122.420053
12-oct.tsv:08e9fc50-b0cc-102f-bfd7-25e5a864eb11	Edwardian San Francisco Hotel	1668 Market St San Francisco	San Francisco	CA	94102	USA	(415) 864-1271	37.777125	-122.419644
12-oct.tsv:08ea7180-b0cc-102f-96d3-969bf5a01a98	Redwood Room	495 Geary Street 	San Francisco	CA	94102	USA	(415) 775-700	37.786848	-122.411250
12-oct.tsv:08ed85b0-ebdb-102f-afdf-f37b2e347ce4	Schnitzel Platz	729 North Avenue 	Glendale Heights	IL	60139	USA	(630) 942-9900	41.903382	-88.055662
12-oct.tsv:08ed87b0-ebc5-102f-bbeb-90df78d237a6	San Francisco Soup Company	301 Howard St. 	San Francisco	CA	94105	USA	(415) 512-7687	37.789837	-122.394289
12-oct.tsv:08f00e40-da36-102f-afbf-ea5eb79c4b1d	Hair by MarMill	441 Powell St	San Francisco	CA	94115	USA	(415) 693-9368	37.788669	-122.408657
12-oct.tsv:08f0fd41-b034-102f-aedc-3ecba1185f47	Heise's Plumbing	260 Ocean Ave	San Francisco	CA	94112	USA	(415) 333-0704	37.723350	-122.442130
12-oct.tsv:08f1ac60-b0eb-102f-a5ff-d76712b71bed	Minuteman Press - San Mateo	1 N Amphlett Blvd	San Mateo	CA	94401	USA	(650) 377-0700	37.573708	-122.317717
12-oct.tsv:08f34ec0-b2c7-102f-bfee-a99d62e07b50	Karle Fried Photography	2646 Claremont Ave	Berkeley	CA	94705	USA	(510) 593-8895	37.852131	-122.250306
12-oct.tsv:08f364a0-b0ec-102f-bafd-067cfeec0417	Coldwater Creek - The Spa - Naperville	55 S Main St	Naperville	IL	60540	USA	(630) 527-9298	41.774561	-88.149646
